point_id,original_x,original_y,original_z,local_x,local_y,local_z,source_layer,source_handle,is_outlier
P00276,241618.2996,278067.298,37.43,-1792.656,-2843.5047,37.43,9-지형-POINT,39498,False
P00277,241609.8496,278050.738,36.48,-1801.106,-2860.0647,36.48,9-지형-POINT,3949A,False
P00278,241608.0196,278055.518,36.94,-1802.936,-2855.2847,36.94,9-지형-POINT,3949C,False
P00279,241591.0996,278037.548,35.03,-1819.856,-2873.2547,35.03,9-지형-POINT,3949E,False
P00280,241596.2696,278040.038,35.24,-1814.686,-2870.7647,35.24,9-지형-POINT,394A0,False
P00281,241600.4396,278035.718,34.78,-1810.516,-2875.0847,34.78,9-지형-POINT,394A2,False
P00282,241600.5596,278049.638,36.08,-1810.396,-2861.1647,36.08,9-지형-POINT,394A4,False
P00283,241601.8496,278051.688,36.34,-1809.106,-2859.1147,36.34,9-지형-POINT,394A6,False
P00284,241612.4696,278074.268,41.85,-1798.486,-2836.5347,41.85,9-지형-POINT,394A8,False
P00285,241598.6096,278051.818,36.9,-1812.346,-2858.9847,36.9,9-지형-POINT,394AA,False
P00286,241585.5296,278027.998,34.72,-1825.426,-2882.8047,34.72,9-지형-POINT,394AC,False
P00287,241589.5296,278044.898,40.58,-1821.426,-2865.9047,40.58,9-지형-POINT,394AE,False
P00288,241580.2296,278022.648,34.4,-1830.726,-2888.1547,34.4,9-지형-POINT,394B0,False
P00289,241587.6796,278048.298,40.59,-1823.276,-2862.5047,40.59,9-지형-POINT,394B2,False
P00290,241578.3296,278024.568,34.32,-1832.626,-2886.2347,34.32,9-지형-POINT,394B4,False
P00291,241582.4896,278047.648,40.33,-1828.466,-2863.1547,40.33,9-지형-POINT,394B6,False
P00292,241567.4696,278009.618,32.6,-1843.486,-2901.1847,32.6,9-지형-POINT,394B8,False
P00293,241569.4796,278008.048,32.65,-1841.476,-2902.7547,32.65,9-지형-POINT,394BA,False
P00294,241581.9496,278035.968,39.42,-1829.006,-2874.8347,39.42,9-지형-POINT,394BC,False
P00295,241563.3496,277999.808,32.02,-1847.606,-2910.9947,32.02,9-지형-POINT,394BE,False
P00296,241561.1696,278001.238,31.95,-1849.786,-2909.5647,31.95,9-지형-POINT,394C0,False
P00297,241573.0696,278030.438,38.33,-1837.886,-2880.3647,38.33,9-지형-POINT,394C2,False
P00298,241573.5896,278025.678,37.88,-1837.366,-2885.1247,37.88,9-지형-POINT,394C4,False
P00299,241565.9296,277999.598,30.82,-1845.026,-2911.2047,30.82,9-지형-POINT,394C6,False
P00300,241565.9396,278020.758,37.4,-1845.016,-2890.0447,37.4,9-지형-POINT,394C8,False
P00301,241565.6296,278016.518,37.35,-1845.326,-2894.2847,37.35,9-지형-POINT,394CA,False
P00302,241559.8796,278017.498,37.45,-1851.076,-2893.3047,37.45,9-지형-POINT,394CC,False
P00303,241553.8296,277983.298,30.23,-1857.126,-2927.5047,30.23,9-지형-POINT,394CE,False
P00304,241551.3796,277984.828,30.17,-1859.576,-2925.9747,30.17,9-지형-POINT,394D0,False
P00305,241551.2896,278010.848,37.76,-1859.666,-2899.9547,37.76,9-지형-POINT,394D1,False
P00306,241557.4096,278011.508,37.59,-1853.546,-2899.2947,37.59,9-지형-POINT,394D3,False
P00307,241562.3996,277993.348,30.26,-1848.556,-2917.4547,30.26,9-지형-POINT,394D5,False
P00308,241565.8396,277988.828,30.13,-1845.116,-2921.9747,30.13,9-지형-POINT,394D7,False
P00309,241544.3996,278002.218,38.1,-1866.556,-2908.5847,38.1,9-지형-POINT,394D9,False
P00310,241551.3196,278004.648,37.61,-1859.636,-2906.1547,37.61,9-지형-POINT,394DB,False
P00311,241571.9196,277982.968,29.64,-1839.036,-2927.8347,29.64,9-지형-POINT,394DD,False
P00312,241579.0196,277990.038,29.98,-1831.936,-2920.7647,29.98,9-지형-POINT,394DF,False
P00313,241604.0296,278006.388,30.76,-1806.926,-2904.4147,30.76,9-지형-POINT,394E1,False
P00314,241610.1296,278010.278,31.05,-1800.826,-2900.5247,31.05,9-지형-POINT,394E3,False
P00315,241601.5496,278025.038,32.44,-1809.406,-2885.7647,32.44,9-지형-POINT,394E5,False
P00316,241576.1196,278016.968,33.61,-1834.836,-2893.8347,33.61,9-지형-POINT,394E7,False
P00317,241588.0096,278016.698,31.99,-1822.946,-2894.1047,31.99,9-지형-POINT,394E9,False
P00318,241580.6696,278016.918,33.74,-1830.286,-2893.8847,33.74,9-지형-POINT,394EB,False
P00319,241594.4196,278026.688,34.31,-1816.536,-2884.1147,34.31,9-지형-POINT,394ED,False
P00320,241578.8196,278014.688,32.41,-1832.136,-2896.1147,32.41,9-지형-POINT,394EF,False
P00321,241551.3096,277984.748,30.16,-1859.646,-2926.0547,30.16,9-지형-POINT,394F1,False
P00322,241553.8496,277983.178,30.25,-1857.106,-2927.6247,30.25,9-지형-POINT,394F3,False
P00323,241546.7896,277971.558,29.02,-1864.166,-2939.2447,29.02,9-지형-POINT,394F4,False
P00324,241544.6896,277973.118,28.94,-1866.266,-2937.6847,28.94,9-지형-POINT,394F6,False
P00325,241541.9296,277969.558,28.63,-1869.026,-2941.2447,28.63,9-지형-POINT,394F8,False
P00326,241544.1096,277967.908,28.71,-1866.846,-2942.8947,28.71,9-지형-POINT,394FA,False
P00327,241542.4096,277965.878,28.57,-1868.546,-2944.9247,28.57,9-지형-POINT,394FC,False
P00328,241538.4896,277966.268,28.37,-1872.466,-2944.5347,28.37,9-지형-POINT,394FE,False
P00329,241538.4696,277962.818,28.39,-1872.486,-2947.9847,28.39,9-지형-POINT,39500,False
P00330,241531.2296,277961.458,27.77,-1879.726,-2949.3447,27.77,9-지형-POINT,39502,False
P00331,241532.9396,277958.998,27.89,-1878.016,-2951.8047,27.89,9-지형-POINT,39504,False
P00332,241525.0496,277955.828,27.13,-1885.906,-2954.9747,27.13,9-지형-POINT,39506,False
P00333,241524.0996,277950.668,26.48,-1886.856,-2960.1347,26.48,9-지형-POINT,39508,False
P00334,241520.4396,277951.068,26.17,-1890.516,-2959.7347,26.17,9-지형-POINT,3950A,False
P00335,241518.3196,277950.088,26.11,-1892.636,-2960.7147,26.11,9-지형-POINT,3950C,False
P00336,241515.5196,277969.648,35.08,-1895.436,-2941.1547,35.08,9-지형-POINT,3950E,False
P00337,241523.7696,277948.278,25.7,-1887.186,-2962.5247,25.7,9-지형-POINT,39510,False
P00338,241507.1796,277950.218,28.23,-1903.776,-2960.5847,28.23,9-지형-POINT,39512,False
P00339,241535.7996,277945.228,24.88,-1875.156,-2965.5747,24.88,9-지형-POINT,39514,False
P00340,241534.3396,277942.428,24.78,-1876.616,-2968.3747,24.78,9-지형-POINT,39516,False
P00341,241527.9696,277943.568,25.11,-1882.986,-2967.2347,25.11,9-지형-POINT,39518,False
P00342,241525.7596,277944.238,25.3,-1885.196,-2966.5647,25.3,9-지형-POINT,3951A,False
P00343,241498.6596,277954.208,30.38,-1912.296,-2956.5947,30.38,9-지형-POINT,3951C,False
P00344,241531.1496,277939.628,23.93,-1879.806,-2971.1747,23.93,9-지형-POINT,3951E,False
P00345,241507.6196,277967.058,35.25,-1903.336,-2943.7447,35.25,9-지형-POINT,39520,False
P00346,241529.3696,277936.778,23.95,-1881.586,-2974.0247,23.95,9-지형-POINT,39522,False
P00347,241524.7796,277938.218,24.46,-1886.176,-2972.5847,24.46,9-지형-POINT,39524,False
P00348,241521.4896,277942.348,25.51,-1889.466,-2968.4547,25.51,9-지형-POINT,39526,False
P00349,241493.0396,277962.148,34.13,-1917.916,-2948.6547,34.13,9-지형-POINT,39528,False
P00350,241517.9096,277944.298,26.06,-1893.046,-2966.5047,26.06,9-지형-POINT,3952A,False
P00351,241514.9896,277944.718,26.12,-1895.966,-2966.0847,26.12,9-지형-POINT,3952C,False
P00352,241513.7996,277950.428,27.01,-1897.156,-2960.3747,27.01,9-지형-POINT,3952E,False
P00353,241511.6596,277947.848,26.16,-1899.296,-2962.9547,26.16,9-지형-POINT,39530,False
P00354,241492.9696,277957.278,34.81,-1917.986,-2953.5247,34.81,9-지형-POINT,39532,False
P00355,241511.8696,277943.988,26.04,-1899.086,-2966.8147,26.04,9-지형-POINT,39534,False
P00356,241494.8996,277947.478,29.42,-1916.056,-2963.3247,29.42,9-지형-POINT,39536,False
P00357,241508.6996,277942.278,25.89,-1902.256,-2968.5247,25.89,9-지형-POINT,39538,False
P00358,241506.9296,277945.078,25.88,-1904.026,-2965.7247,25.88,9-지형-POINT,3953A,False
P00359,241494.8496,277939.528,26.58,-1916.106,-2971.2747,26.58,9-지형-POINT,3953C,False
P00360,241479.1096,277961.218,34.81,-1931.846,-2949.5847,34.81,9-지형-POINT,3953E,False
P00361,241511.0096,277936.288,24.82,-1899.946,-2974.5147,24.82,9-지형-POINT,39540,False
P00362,241507.4896,277941.058,25.42,-1903.466,-2969.7447,25.42,9-지형-POINT,39542,False
P00363,241503.9996,277938.548,25.05,-1906.956,-2972.2547,25.05,9-지형-POINT,39544,False
P00364,241503.9996,277938.548,25.05,-1906.956,-2972.2547,25.05,9-지형-POINT,39546,False
P00365,241466.9496,277974.658,39.9,-1944.006,-2936.1447,39.9,9-지형-POINT,39548,False
P00366,241495.6996,277932.398,24.87,-1915.256,-2978.4047,24.87,9-지형-POINT,3954A,False
P00367,241496.5496,277931.398,24.92,-1914.406,-2979.4047,24.92,9-지형-POINT,3954C,False
P00368,241496.6096,277934.188,25.06,-1914.346,-2976.6147,25.06,9-지형-POINT,3954E,False
P00369,241493.4196,277936.148,25.13,-1917.536,-2974.6547,25.13,9-지형-POINT,39550,False
P00370,241497.0596,277933.268,25.04,-1913.896,-2977.5347,25.04,9-지형-POINT,39552,False
P00371,241494.3896,277929.598,24.67,-1916.566,-2981.2047,24.67,9-지형-POINT,39554,False
P00372,241460.0196,277968.628,39.81,-1950.936,-2942.1747,39.81,9-지형-POINT,39556,False
P00373,241492.3396,277931.538,25.01,-1918.616,-2979.2647,25.01,9-지형-POINT,39558,False
P00374,241492.3196,277931.568,25.01,-1918.636,-2979.2347,25.01,9-지형-POINT,3955A,False
P00375,241492.0496,277931.698,24.5,-1918.906,-2979.1047,24.5,9-지형-POINT,3955B,False
P00376,241491.8096,277931.948,25.04,-1919.146,-2978.8547,25.04,9-지형-POINT,3955C,False
P00377,241489.0126,277935.587,25.803,-1921.943,-2975.2157,25.803,9-지형-POINT,3955E,False
P00378,241481.7896,277928.398,24.92,-1929.166,-2982.4047,24.92,9-지형-POINT,39560,False
P00379,241477.9596,277921.388,24.81,-1932.996,-2989.4147,24.81,9-지형-POINT,39562,False
P00380,241477.1496,277919.188,24.13,-1933.806,-2991.6147,24.13,9-지형-POINT,39564,False
P00381,241453.9296,277952.988,35.26,-1957.026,-2957.8147,35.26,9-지형-POINT,39566,False
P00382,241472.7296,277922.518,25.41,-1938.226,-2988.2847,25.41,9-지형-POINT,39568,False
P00383,241471.8496,277921.528,25.38,-1939.106,-2989.2747,25.38,9-지형-POINT,3956A,False
P00384,241470.9896,277922.218,25.4,-1939.966,-2988.5847,25.4,9-지형-POINT,3956B,False
P00385,241483.7696,277914.568,23.31,-1927.186,-2996.2347,23.31,9-지형-POINT,3956D,False
P00386,241456.7296,277952.088,34.45,-1954.226,-2958.7147,34.45,9-지형-POINT,3956F,False
P00387,241477.8196,277921.388,24.81,-1933.136,-2989.4147,24.81,9-지형-POINT,39571,False
P00388,241472.0496,277922.078,23.09,-1938.906,-2988.7247,23.09,9-지형-POINT,39572,False
P00389,241472.7296,277917.358,24.49,-1938.226,-2993.4447,24.49,9-지형-POINT,39573,False
P00390,241471.5796,277922.928,25.47,-1939.376,-2987.8747,25.47,9-지형-POINT,39575,False
P00391,241471.1796,277922.398,25.46,-1939.776,-2988.4047,25.46,9-지형-POINT,39576,False
P00392,241446.6096,277944.868,33.54,-1964.346,-2965.9347,33.54,9-지형-POINT,39578,False
P00393,241470.7296,277919.978,24.58,-1940.226,-2990.8247,24.58,9-지형-POINT,3957A,False
P00394,241474.8496,277918.928,24.57,-1936.106,-2991.8747,24.57,9-지형-POINT,3957C,False
P00395,241463.3296,277928.428,27.95,-1947.626,-2982.3747,27.95,9-지형-POINT,3957E,False
P00396,241463.7596,277928.988,27.96,-1947.196,-2981.8147,27.96,9-지형-POINT,39580,False
P00397,241484.1996,277913.248,23.86,-1926.756,-2997.5547,23.86,9-지형-POINT,39582,False
P00398,241466.8496,277929.848,27.95,-1944.106,-2980.9547,27.95,9-지형-POINT,39584,False
P00399,241448.2696,277937.618,30.3,-1962.686,-2973.1847,30.3,9-지형-POINT,39586,False
P00400,241472.5596,277927.278,27.58,-1938.396,-2983.5247,27.58,9-지형-POINT,39588,False
P00401,241484.8996,277906.348,23.88,-1926.056,-3004.4547,23.88,9-지형-POINT,3958A,False
P00402,241478.7296,277933.188,27.75,-1932.226,-2977.6147,27.75,9-지형-POINT,3958C,False
P00403,241482.7796,277902.938,23.59,-1928.176,-3007.8647,23.59,9-지형-POINT,3958E,False
P00404,241478.8996,277895.958,23.57,-1932.056,-3014.8447,23.57,9-지형-POINT,39590,False
P00405,241471.2496,277938.128,28.85,-1939.706,-2972.6747,28.85,9-지형-POINT,39592,False
P00406,241470.5496,277911.028,24.4,-1940.406,-2999.7747,24.4,9-지형-POINT,39594,False
P00407,241470.1096,277910.698,24.19,-1940.846,-3000.1047,24.19,9-지형-POINT,39595,False
P00408,241469.2396,277912.108,24.25,-1941.716,-2998.6947,24.25,9-지형-POINT,39597,False
P00409,241461.7496,277938.028,29.27,-1949.206,-2972.7747,29.27,9-지형-POINT,39599,False
P00410,241461.7196,277938.018,29.27,-1949.236,-2972.7847,29.27,9-지형-POINT,3959B,False
P00411,241469.6896,277914.138,24.36,-1941.266,-2996.6647,24.36,9-지형-POINT,3959C,False
P00412,241470.6096,277915.088,24.39,-1940.346,-2995.7147,24.39,9-지형-POINT,3959E,False
P00413,241471.5696,277916.058,24.44,-1939.386,-2994.7447,24.44,9-지형-POINT,395A0,False
P00414,241456.7196,277932.968,28.94,-1954.236,-2977.8347,28.94,9-지형-POINT,395A2,False
P00415,241449.2956,277914.244,25.566,-1961.66,-2996.5587,25.566,9-지형-POINT,395A4,False
P00416,241466.5096,277917.628,24.71,-1944.446,-2993.1747,24.71,9-지형-POINT,395A5,False
P00417,241466.5196,277917.658,24.71,-1944.436,-2993.1447,24.71,9-지형-POINT,395A7,False
P00418,241464.3396,277916.408,24.66,-1946.616,-2994.3947,24.66,9-지형-POINT,395A8,False
P00419,241457.9296,277908.808,24.71,-1953.026,-3001.9947,24.71,9-지형-POINT,395AA,False
P00420,241456.0096,277908.988,24.68,-1954.946,-3001.8147,24.68,9-지형-POINT,395AC,False
P00421,241460.9596,277916.478,24.86,-1949.996,-2994.3247,24.86,9-지형-POINT,395AE,False
P00422,241454.2596,277908.088,24.52,-1956.696,-3002.7147,24.52,9-지형-POINT,395B0,False
P00423,241456.3596,277920.778,25.58,-1954.596,-2990.0247,25.58,9-지형-POINT,395B2,False
P00424,241455.8496,277906.848,24.65,-1955.106,-3003.9547,24.65,9-지형-POINT,395B4,False
P00425,241455.6696,277907.448,24.73,-1955.286,-3003.3547,24.73,9-지형-POINT,395B6,False
P00426,241453.3996,277925.048,26.07,-1957.556,-2985.7547,26.07,9-지형-POINT,395B8,False
P00427,241449.2296,277902.658,23.63,-1961.726,-3008.1447,23.63,9-지형-POINT,395BA,False
P00428,241446.6496,277904.718,23.37,-1964.306,-3006.0847,23.37,9-지형-POINT,395BC,False
P00429,241446.5796,277925.408,26.7,-1964.376,-2985.3947,26.7,9-지형-POINT,395BE,False
P00430,241450.0696,277909.668,24.83,-1960.886,-3001.1347,24.83,9-지형-POINT,395C0,False
P00431,241446.2696,277924.648,26.42,-1964.686,-2986.1547,26.42,9-지형-POINT,395C2,False
P00432,241450.4296,277912.218,25.25,-1960.526,-2998.5847,25.25,9-지형-POINT,395C4,False
P00433,241444.4496,277928.508,27.07,-1966.506,-2982.2947,27.07,9-지형-POINT,395C6,False
P00434,241448.8996,277914.248,25.6,-1962.056,-2996.5547,25.6,9-지형-POINT,395C8,False
P00435,241437.2296,277933.568,28.14,-1973.726,-2977.2347,28.14,9-지형-POINT,395CA,False
P00436,241434.8296,277921.598,27.42,-1976.126,-2989.2047,27.42,9-지형-POINT,395CC,False
P00437,241438.8396,277935.158,28.37,-1972.116,-2975.6447,28.37,9-지형-POINT,395CE,False
P00438,241427.7896,277924.328,28.4,-1983.166,-2986.4747,28.4,9-지형-POINT,395D0,False
P00439,241437.3696,277933.738,28.05,-1973.586,-2977.0647,28.05,9-지형-POINT,395D2,False
P00440,241433.7596,277935.168,30.51,-1977.196,-2975.6347,30.51,9-지형-POINT,395D4,False
P00441,241421.5676,277926.271,29.285,-1989.388,-2984.5317,29.285,9-지형-POINT,395D6,False
P00442,241428.0696,277936.648,29.21,-1982.886,-2974.1547,29.21,9-지형-POINT,395D8,False
P00443,241433.1896,277930.958,28.11,-1977.766,-2979.8447,28.11,9-지형-POINT,395DA,False
P00444,241422.3396,277938.658,35.63,-1988.616,-2972.1447,35.63,9-지형-POINT,395DC,False
P00445,241427.5996,277932.578,28.84,-1983.356,-2978.2247,28.84,9-지형-POINT,395DE,False
P00446,241422.4096,277933.808,29.5,-1988.546,-2976.9947,29.5,9-지형-POINT,395E0,False
P00447,241423.1096,277936.798,29.85,-1987.846,-2974.0047,29.85,9-지형-POINT,395E2,False
P00448,241409.0896,277939.258,38.0,-2001.866,-2971.5447,38.0,9-지형-POINT,395E4,False
P00449,241421.7196,277937.978,30.01,-1989.236,-2972.8247,30.01,9-지형-POINT,395E6,False
P00450,241443.2796,277939.528,30.98,-1967.676,-2971.2747,30.98,9-지형-POINT,395E8,False
P00451,241415.2796,277934.948,30.3,-1995.676,-2975.8547,30.3,9-지형-POINT,395EA,False
P00452,241416.3296,277938.708,30.55,-1994.626,-2972.0947,30.55,9-지형-POINT,395EC,False
P00453,241418.6796,277926.288,29.63,-1992.276,-2984.5147,29.63,9-지형-POINT,395EE,False
P00454,241436.7796,277941.238,32.72,-1974.176,-2969.5647,32.72,9-지형-POINT,395F0,False
P00455,241426.2496,277938.098,29.39,-1984.706,-2972.7047,29.39,9-지형-POINT,395F2,False
P00456,241400.8496,277928.418,31.43,-2010.106,-2982.3847,31.43,9-지형-POINT,395F4,False
P00457,241413.0596,277935.808,30.78,-1997.896,-2974.9947,30.78,9-지형-POINT,395F6,False
P00458,241392.0796,277931.058,32.15,-2018.876,-2979.7447,32.15,9-지형-POINT,395F8,False
P00459,241411.6996,277936.908,30.92,-1999.256,-2973.8947,30.92,9-지형-POINT,395FA,False
P00460,241382.5996,277934.198,32.59,-2028.356,-2976.6047,32.59,9-지형-POINT,395FC,False
P00461,241402.9796,277936.108,31.42,-2007.976,-2974.6947,31.42,9-지형-POINT,395FE,False
P00462,241431.2896,277943.078,34.6,-1979.666,-2967.7247,34.6,9-지형-POINT,39600,False
P00463,241403.8496,277938.548,31.67,-2007.106,-2972.2547,31.67,9-지형-POINT,39602,False
P00464,241392.9996,277939.098,32.14,-2017.956,-2971.7047,32.14,9-지형-POINT,39604,False
P00465,241402.8396,277940.078,31.8,-2008.116,-2970.7247,31.8,9-지형-POINT,39607,False
P00466,241383.8896,277942.208,32.58,-2027.066,-2968.5947,32.58,9-지형-POINT,39608,False
P00467,241382.4096,277943.578,32.86,-2028.546,-2967.2247,32.86,9-지형-POINT,3960A,False
P00468,241386.1796,277945.538,32.74,-2024.776,-2965.2647,32.74,9-지형-POINT,3960C,False
P00469,241376.0896,277949.018,33.14,-2034.866,-2961.7847,33.14,9-지형-POINT,3960E,False
P00470,241364.6696,277953.998,33.2,-2046.286,-2956.8047,33.2,9-지형-POINT,39610,False
P00471,241425.4196,277945.688,37.55,-1985.536,-2965.1147,37.55,9-지형-POINT,39612,False
P00472,241359.5996,277957.518,33.24,-2051.356,-2953.2847,33.24,9-지형-POINT,39614,False
P00473,241358.1896,277955.518,32.91,-2052.766,-2955.2847,32.91,9-지형-POINT,39616,False
P00474,241355.3396,277947.918,32.9,-2055.616,-2962.8847,32.9,9-지형-POINT,39618,False
P00475,241416.8896,277949.008,42.13,-1994.066,-2961.7947,42.13,9-지형-POINT,3961A,False
P00476,241411.5496,277950.348,44.47,-1999.406,-2960.4547,44.47,9-지형-POINT,3961C,False
P00477,241405.7096,277950.838,45.82,-2005.246,-2959.9647,45.82,9-지형-POINT,3961E,False
P00478,241399.6896,277956.708,47.75,-2011.266,-2954.0947,47.75,9-지형-POINT,39620,False
P00479,241394.9926,277959.32,47.965,-2015.963,-2951.4827,47.965,9-지형-POINT,39622,False
P00480,241399.8396,277952.448,46.78,-2011.116,-2958.3547,46.78,9-지형-POINT,39624,False
P00481,241393.9096,277954.498,46.48,-2017.046,-2956.3047,46.48,9-지형-POINT,39626,False
P00482,241381.1666,277935.488,32.677,-2029.789,-2975.3147,32.677,9-지형-POINT,39628,False
P00483,241400.9796,277940.688,38.59,-2009.976,-2970.1147,38.59,9-지형-POINT,3962A,False
P00484,241370.6196,277953.578,37.28,-2040.336,-2957.2247,37.28,9-지형-POINT,3962C,False
P00485,241388.6096,277944.698,39.29,-2022.346,-2966.1047,39.29,9-지형-POINT,3962E,False
P00486,241353.1096,277962.448,36.13,-2057.846,-2948.3547,36.13,9-지형-POINT,39630,False
P00487,241345.8196,277952.758,32.76,-2065.136,-2958.0447,32.76,9-지형-POINT,39632,False
P00488,241349.5496,277964.048,33.04,-2061.406,-2946.7547,33.04,9-지형-POINT,39634,False
P00489,241354.4896,277958.108,33.05,-2056.466,-2952.6947,33.05,9-지형-POINT,39636,False
P00490,241349.6196,277959.878,32.78,-2061.336,-2950.9247,32.78,9-지형-POINT,39638,False
P00491,241327.9996,277968.738,31.92,-2082.956,-2942.0647,31.92,9-지형-POINT,3963A,False
P00492,241328.6096,277967.028,31.9,-2082.346,-2943.7747,31.9,9-지형-POINT,3963C,False
P00493,241318.3496,277974.328,31.29,-2092.606,-2936.4747,31.29,9-지형-POINT,3963E,False
P00494,241313.6996,277972.008,30.85,-2097.256,-2938.7947,30.85,9-지형-POINT,39640,False
P00495,241320.7055,277973.6946,0.0,-2090.2501,-2937.1081,0.0,9-지형-POINT,39642,False
P00496,241318.0996,277975.158,31.1,-2092.856,-2935.6447,31.1,9-지형-POINT,39644,False
P00497,241317.9796,277974.878,31.06,-2092.976,-2935.9247,31.06,9-지형-POINT,39645,False
P00498,241330.4996,277970.788,33.85,-2080.456,-2940.0147,33.85,9-지형-POINT,39646,False
P00499,241375.2696,277964.418,44.51,-2035.686,-2946.3847,44.51,9-지형-POINT,39648,False
P00500,241360.9196,277969.968,42.34,-2050.036,-2940.8347,42.34,9-지형-POINT,3964A,False
P00501,241349.3796,277974.188,41.07,-2061.576,-2936.6147,41.07,9-지형-POINT,3964C,False
P00502,241318.4996,277973.848,31.13,-2092.456,-2936.9547,31.13,9-지형-POINT,3964E,False
P00503,241318.1396,277975.298,31.21,-2092.816,-2935.5047,31.21,9-지형-POINT,39650,False
P00504,241317.7496,277974.318,31.16,-2093.206,-2936.4847,31.16,9-지형-POINT,39652,False
P00505,241316.5796,277974.708,31.15,-2094.376,-2936.0947,31.15,9-지형-POINT,39654,False
P00506,241317.5496,277975.048,30.05,-2093.406,-2935.7547,30.05,9-지형-POINT,39655,False
P00507,241341.0496,277975.428,39.17,-2069.906,-2935.3747,39.17,9-지형-POINT,39657,False
P00508,241316.8796,277975.798,31.2,-2094.076,-2935.0047,31.2,9-지형-POINT,39659,False
P00509,241297.9996,277967.898,29.49,-2112.956,-2942.9047,29.49,9-지형-POINT,3965B,False
P00510,241313.9096,277973.738,30.9,-2097.046,-2937.0647,30.9,9-지형-POINT,3965D,False
P00511,241306.6796,277974.978,30.35,-2104.276,-2935.8247,30.35,9-지형-POINT,3965F,False
P00512,241325.3996,277981.548,39.27,-2085.556,-2929.2547,39.27,9-지형-POINT,39661,False
P00513,241305.1596,277978.238,30.14,-2105.796,-2932.5647,30.14,9-지형-POINT,39663,False
P00514,241307.1596,277980.978,30.25,-2103.796,-2929.8247,30.25,9-지형-POINT,39665,False
P00515,241303.7196,277975.098,30.12,-2107.236,-2935.7047,30.12,9-지형-POINT,39667,False
P00516,241303.1996,277974.698,29.83,-2107.756,-2936.1047,29.83,9-지형-POINT,39668,False
P00517,241302.2896,277975.218,29.74,-2108.666,-2935.5847,29.74,9-지형-POINT,3966A,False
P00518,241295.7496,277978.478,29.37,-2115.206,-2932.3247,29.37,9-지형-POINT,3966C,False
P00519,241316.6196,277985.178,35.63,-2094.336,-2925.6247,35.63,9-지형-POINT,3966E,False
P00520,241296.5596,277980.998,29.35,-2114.396,-2929.8047,29.35,9-지형-POINT,39670,False
P00521,241298.0196,277985.748,29.79,-2112.936,-2925.0547,29.79,9-지형-POINT,39672,False
P00522,241297.5696,277984.508,29.68,-2113.386,-2926.2947,29.68,9-지형-POINT,39674,False
P00523,241311.9696,277987.468,35.26,-2098.986,-2923.3347,35.26,9-지형-POINT,39676,False
P00524,241296.1096,277984.918,29.6,-2114.846,-2925.8847,29.6,9-지형-POINT,39678,False
P00525,241281.5896,277979.788,28.33,-2129.366,-2931.0147,28.33,9-지형-POINT,3967A,False
P00526,241305.5296,277991.168,34.33,-2105.426,-2919.6347,34.33,9-지형-POINT,3967C,False
P00527,241280.2396,277983.578,28.71,-2130.716,-2927.2247,28.71,9-지형-POINT,3967E,False
P00528,241280.2096,277983.568,28.71,-2130.746,-2927.2347,28.71,9-지형-POINT,39680,False
P00529,241290.8396,277968.438,28.82,-2120.116,-2942.3647,28.82,9-지형-POINT,39681,False
P00530,241299.8896,277992.898,33.57,-2111.066,-2917.9047,33.57,9-지형-POINT,39683,False
P00531,241278.5696,277982.588,28.5,-2132.386,-2928.2147,28.5,9-지형-POINT,39685,False
P00532,241288.0996,277968.188,28.55,-2122.856,-2942.6147,28.55,9-지형-POINT,39687,False
P00533,241296.0996,277992.758,32.87,-2114.856,-2918.0447,32.87,9-지형-POINT,39689,False
P00534,241271.7096,277979.908,27.82,-2139.246,-2930.8947,27.82,9-지형-POINT,3968B,False
P00535,241272.4696,277980.828,27.85,-2138.486,-2929.9747,27.85,9-지형-POINT,3968D,False
P00536,241273.4096,277979.808,27.86,-2137.546,-2930.9947,27.86,9-지형-POINT,3968F,False
P00537,241284.8396,277967.138,28.21,-2126.116,-2943.6647,28.21,9-지형-POINT,39690,False
P00538,241291.1396,277991.078,31.81,-2119.816,-2919.7247,31.81,9-지형-POINT,39692,False
P00539,241272.5696,277979.778,26.59,-2138.386,-2931.0247,26.59,9-지형-POINT,39694,False
P00540,241283.2996,277966.178,28.01,-2127.656,-2944.6247,28.01,9-지형-POINT,39696,False
P00541,241285.1996,277988.188,30.35,-2125.756,-2922.6147,30.35,9-지형-POINT,39698,False
P00542,241271.3896,277973.858,27.35,-2139.566,-2936.9447,27.35,9-지형-POINT,3969A,False
P00543,241275.3396,277958.958,26.76,-2135.616,-2951.8447,26.76,9-지형-POINT,3969C,False
P00544,241264.5296,277972.728,26.47,-2146.426,-2938.0747,26.47,9-지형-POINT,3969E,False
P00545,241278.5296,277984.518,28.88,-2132.426,-2926.2847,28.88,9-지형-POINT,396A0,False
P00546,241266.9096,277971.118,26.78,-2144.046,-2939.6847,26.78,9-지형-POINT,396A2,False
P00547,241271.2996,277954.408,26.16,-2139.656,-2956.3947,26.16,9-지형-POINT,396A4,False
P00548,241275.0696,277982.118,28.07,-2135.886,-2928.6847,28.07,9-지형-POINT,396A6,False
P00549,241264.1196,277967.118,26.18,-2146.836,-2943.6847,26.18,9-지형-POINT,396A8,False
P00550,241255.2496,277962.338,25.13,-2155.706,-2948.4647,25.13,9-지형-POINT,396AA,False
