point_id,local_x,local_y,local_z,original_z,source_layer,source_handle,is_outlier
P01305,-1768.6527,-2737.9078,50.6415,50.6415,9-지형-POINT,39F75,False
P01306,-1776.0338,-2741.5669,50.82,50.82,9-지형-POINT,39F77,False
P01307,-1781.3413,-2738.2728,48.9571,48.9571,9-지형-POINT,39F79,False
P01308,-1789.2999,-2736.0234,46.2866,46.2866,9-지형-POINT,39F7B,False
P01309,-1796.5833,-2732.3258,43.6498,43.6498,9-지형-POINT,39F7D,False
P01310,-1821.7914,-2751.464,44.9889,44.9889,9-지형-POINT,39F7F,False
P01311,-1814.7401,-2730.6668,40.7615,40.7615,9-지형-POINT,39F81,False
P01312,-1827.3909,-2741.1283,41.2236,41.2236,9-지형-POINT,39F83,False
P01313,-1840.9527,-2755.1222,42.7806,42.7806,9-지형-POINT,39F85,False
P01314,-1837.8426,-2758.3029,43.8114,43.8114,9-지형-POINT,39F87,False
P01315,-1826.12,-2715.0506,34.6823,34.6823,9-지형-POINT,39F89,False
P01316,-1830.0797,-2706.7376,33.7358,33.7358,9-지형-POINT,39F8B,False
P01317,-1849.4506,-2715.2033,33.0621,33.0621,9-지형-POINT,39F8D,False
P01318,-1852.127,-2722.0916,33.6888,33.6888,9-지형-POINT,39F8F,False
P01319,-1844.8832,-2726.7927,34.4301,34.4301,9-지형-POINT,39F91,False
P01320,-1837.4284,-2720.0107,34.5343,34.5343,9-지형-POINT,39F93,False
P01321,-1848.609,-2731.4537,35.5804,35.5804,9-지형-POINT,39F95,False
P01322,-1853.2381,-2727.1613,35.5314,35.5314,9-지형-POINT,39F97,False
P01323,-1869.5501,-2734.2488,35.957,35.957,9-지형-POINT,39F99,False
P01324,-1865.9293,-2743.7792,36.538,36.538,9-지형-POINT,39F9B,False
P01325,-1890.1592,-2746.4663,36.5878,36.5878,9-지형-POINT,39F9D,False
P01326,-1900.413,-2754.5469,36.6607,36.6607,9-지형-POINT,39F9F,False
P01327,-1899.6751,-2759.5198,36.9821,36.9821,9-지형-POINT,39FA1,False
P01328,-1890.8531,-2757.495,37.1102,37.1102,9-지형-POINT,39FA3,False
P01329,-1908.2625,-2758.5068,34.8495,34.8495,9-지형-POINT,39FA5,False
P01330,-1919.7767,-2766.3446,35.5672,35.5672,9-지형-POINT,39FA7,False
P01331,-1934.9814,-2772.1477,35.3673,35.3673,9-지형-POINT,39FA9,False
P01332,-1959.6362,-2766.7515,32.3685,32.3685,9-지형-POINT,39FAB,False
P01333,-1959.7072,-2758.5998,30.7743,30.7743,9-지형-POINT,39FAD,False
P01334,-1938.9301,-2758.7486,32.7522,32.7522,9-지형-POINT,39FAF,False
P01335,-1942.1467,-2747.7647,30.2884,30.2884,9-지형-POINT,39FB1,False
P01336,-1921.0257,-2748.3122,32.8922,32.8922,9-지형-POINT,39FB3,False
P01337,-1920.2871,-2736.6756,31.3392,31.3392,9-지형-POINT,39FB5,False
P01338,-1905.3564,-2733.5706,31.7861,31.7861,9-지형-POINT,39FB7,False
P01339,-1886.7691,-2725.4165,32.3511,32.3511,9-지형-POINT,39FB9,False
P01340,-1858.8376,-2715.9792,32.2257,32.2257,9-지형-POINT,39FBB,False
P01341,-1859.1225,-2722.5054,32.7813,32.7813,9-지형-POINT,39FBD,False
P01342,-1884.5729,-2735.0277,33.5534,33.5534,9-지형-POINT,39FBF,False
P01343,-1899.8963,-2743.0996,33.5034,33.5034,9-지형-POINT,39FC1,False
P01344,-1857.9596,-2709.8564,30.7752,30.7752,9-지형-POINT,39FC3,False
P01345,-1859.6113,-2704.5405,29.9089,29.9089,9-지형-POINT,39FC5,False
P01346,-1881.5453,-2710.7099,29.8678,29.8678,9-지형-POINT,39FC7,False
P01347,-1882.92,-2718.9966,31.1806,31.1806,9-지형-POINT,39FC9,False
P01348,-1903.3904,-2718.616,29.4645,29.4645,9-지형-POINT,39FCB,False
P01349,-1900.9529,-2724.6968,30.5371,30.5371,9-지형-POINT,39FCD,False
P01350,-1868.5754,-2694.8225,27.4114,27.4114,9-지형-POINT,39FCF,False
P01351,-1851.9728,-2700.5785,29.7453,29.7453,9-지형-POINT,39FD1,False
P01352,-2116.1844,-2718.3442,0.7957,0.7957,9-지형-POINT,39FD3,False
P01353,-2125.4066,-2730.3222,0.9857,0.9857,9-지형-POINT,39FD5,False
P01354,-2135.5418,-2723.9445,0.1635,0.1635,9-지형-POINT,39FD7,False
P01355,-2133.3686,-2744.2095,0.0895,0.0895,9-지형-POINT,39FD9,False
P01356,-2139.5605,-2758.83,0.0029,0.0029,9-지형-POINT,39FDB,False
P01357,-2146.2486,-2771.8285,-0.0196,-0.0196,9-지형-POINT,39FDD,False
P01358,-2152.6207,-2788.6536,0.0801,0.0801,9-지형-POINT,39FDF,False
P01359,-2163.4843,-2807.5969,0.0547,0.0547,9-지형-POINT,39FE1,False
P01360,-2135.7619,-2753.6403,-0.0328,-0.0328,9-지형-POINT,39FE3,False
P01361,-2120.972,-2722.6583,0.3767,0.3767,9-지형-POINT,39FE5,False
P01362,-2110.9046,-2719.0072,1.5695,1.5695,9-지형-POINT,39FE7,False
P01363,-2115.4527,-2712.2691,0.0327,0.0327,9-지형-POINT,39FE9,False
P01364,-2100.6468,-2697.6891,-0.0804,-0.0804,9-지형-POINT,39FEB,False
P01365,-2095.7068,-2703.1835,1.6978,1.6978,9-지형-POINT,39FED,False
P01366,-2079.4069,-2694.5282,1.7224,1.7224,9-지형-POINT,39FEF,False
P01367,-2076.7008,-2686.014,0.0594,0.0594,9-지형-POINT,39FF1,False
P01368,-2060.5365,-2689.8752,1.5997,1.5997,9-지형-POINT,39FF3,False
P01369,-2052.62,-2680.4155,0.0576,0.0576,9-지형-POINT,39FF5,False
P01370,-2033.357,-2682.2571,0.6264,0.6264,9-지형-POINT,39FF7,False
P01371,-2031.7861,-2675.5312,-0.0232,-0.0232,9-지형-POINT,39FF9,False
P01372,-2023.6137,-2678.5384,2.0968,2.0968,9-지형-POINT,39FFB,False
P01373,-2017.387,-2674.916,0.0044,0.0044,9-지형-POINT,39FFD,False
P01374,-2012.1075,-2680.2027,1.2085,1.2085,9-지형-POINT,39FFF,False
P01375,-2003.8285,-2678.9021,1.0166,1.0166,9-지형-POINT,3A001,False
P01376,-2000.7956,-2672.1671,-0.0463,-0.0463,9-지형-POINT,3A003,False
P01377,-1989.9946,-2672.8642,0.5676,0.5676,9-지형-POINT,3A005,False
P01378,-1981.1129,-2664.3155,0.0595,0.0595,9-지형-POINT,3A007,False
P01379,-1973.5043,-2670.666,1.0304,1.0304,9-지형-POINT,3A009,False
P01380,-1955.3848,-2661.6563,0.3005,0.3005,9-지형-POINT,3A00B,False
P01381,-1958.4793,-2656.5505,-0.1276,-0.1276,9-지형-POINT,3A00D,False
P01382,-1942.069,-2660.2787,0.3188,0.3188,9-지형-POINT,3A00F,False
P01383,-1934.3103,-2663.9489,1.1327,1.1327,9-지형-POINT,3A011,False
P01384,-1917.2562,-2661.9071,1.0933,1.0933,9-지형-POINT,3A013,False
P01385,-1918.5437,-2657.3803,-0.0159,-0.0159,9-지형-POINT,3A015,False
P01386,-1906.4758,-2656.1425,0.7485,0.7485,9-지형-POINT,3A017,False
P01387,-1892.971,-2648.1047,0.5948,0.5948,9-지형-POINT,3A019,False
P01388,-1893.6999,-2642.3599,-0.2095,-0.2095,9-지형-POINT,3A01B,False
P01389,-2060.6255,-2697.9872,5.9143,5.9143,9-지형-POINT,3A01D,False
P01390,-2054.5825,-2705.3994,10.7956,10.7956,9-지형-POINT,3A01F,False
P01391,-2053.7783,-2712.1582,13.47,13.47,9-지형-POINT,3A021,False
P01392,-2048.8498,-2709.4463,16.1413,16.1413,9-지형-POINT,3A023,False
P01393,-2042.6757,-2714.6375,19.1218,19.1218,9-지형-POINT,3A025,False
P01394,-2019.617,-2706.6123,17.5871,17.5871,9-지형-POINT,3A027,False
P01395,-2005.4612,-2706.7254,16.6544,16.6544,9-지형-POINT,3A029,False
P01396,-1995.8171,-2704.9641,18.8782,18.8782,9-지형-POINT,3A02B,False
P01397,-1979.6591,-2700.5824,17.8862,17.8862,9-지형-POINT,3A02D,False
P01398,-1967.5715,-2708.9097,18.8379,18.8379,9-지형-POINT,3A02F,False
P01399,-1956.1934,-2712.7559,21.1373,21.1373,9-지형-POINT,3A031,False
