point_id,local_x,local_y,local_z,original_z,source_layer,source_handle,is_outlier
P00615,-2162.556,-2924.9847,25.11,25.11,9-지형-POINT,3972B,False
P00616,-2142.796,-2885.9147,25.48,25.48,9-지형-POINT,3972D,False
P00617,-2160.366,-2926.1947,25.11,25.11,9-지형-POINT,3972F,False
P00618,-2145.536,-2884.7447,25.44,25.44,9-지형-POINT,39731,False
P00619,-2160.066,-2926.9647,25.11,25.11,9-지형-POINT,39733,False
P00620,-2143.946,-2883.4847,25.36,25.36,9-지형-POINT,39735,False
P00621,-2157.796,-2927.8047,25.17,25.17,9-지형-POINT,39737,False
P00622,-2149.346,-2884.1847,25.05,25.05,9-지형-POINT,39739,False
P00623,-2149.346,-2884.1847,25.05,25.05,9-지형-POINT,3973B,False
P00624,-2173.916,-2917.7547,24.95,24.95,9-지형-POINT,3973D,False
P00625,-2176.246,-2917.5747,24.92,24.92,9-지형-POINT,3973F,False
P00626,-2151.286,-2884.6647,24.94,24.94,9-지형-POINT,39741,False
P00627,-2177.376,-2915.4947,24.93,24.93,9-지형-POINT,39743,False
P00628,-2176.476,-2918.0847,24.89,24.89,9-지형-POINT,39745,False
P00629,-2151.156,-2884.0347,24.86,24.86,9-지형-POINT,39747,False
P00630,-2173.926,-2908.1647,24.97,24.97,9-지형-POINT,39749,False
P00631,-2149.146,-2882.2647,25.01,25.01,9-지형-POINT,3974B,False
P00632,-2179.746,-2914.3747,24.76,24.76,9-지형-POINT,3974D,False
P00633,-2179.196,-2916.8147,24.76,24.76,9-지형-POINT,3974F,False
P00634,-2152.546,-2883.0147,24.69,24.69,9-지형-POINT,39751,False
P00635,-2179.436,-2913.6947,24.77,24.77,9-지형-POINT,39753,False
P00636,-2171.236,-2936.1747,20.13,20.13,9-지형-POINT,39755,False
P00637,-2181.405,-2939.8587,19.245,19.245,9-지형-POINT,39757,False
P00638,-2098.406,-2924.5747,35.15,35.15,9-지형-POINT,39759,False
P00639,-2170.606,-2934.3247,20.24,20.24,9-지형-POINT,3975B,False
P00640,-2108.236,-2919.6647,34.05,34.05,9-지형-POINT,3975D,False
P00641,-2180.296,-2927.7647,19.0,19.0,9-지형-POINT,3975F,False
P00642,-2113.816,-2919.9247,32.9,32.9,9-지형-POINT,39761,False
P00643,-2124.336,-2923.2847,30.41,30.41,9-지형-POINT,39763,False
P00644,-2199.116,-2920.9047,16.95,16.95,9-지형-POINT,39765,False
P00645,-2199.626,-2918.5547,16.85,16.85,9-지형-POINT,39767,False
P00646,-2213.826,-2925.1647,16.29,16.29,9-지형-POINT,39769,False
P00647,-2210.726,-2927.7547,16.31,16.31,9-지형-POINT,3976B,False
P00648,-2203.366,-2917.0247,16.41,16.41,9-지형-POINT,3976D,False
P00649,-2201.156,-2914.3747,16.43,16.43,9-지형-POINT,3976F,False
P00650,-2218.716,-2923.3647,16.14,16.14,9-지형-POINT,39771,False
P00651,-2206.156,-2916.3347,16.41,16.41,9-지형-POINT,39773,False
P00652,-2193.076,-2905.9747,16.49,16.49,9-지형-POINT,39775,False
P00653,-2207.596,-2912.4347,16.35,16.35,9-지형-POINT,39777,False
P00654,-2206.676,-2914.7347,16.34,16.34,9-지형-POINT,39779,False
P00655,-2182.466,-2895.4347,16.56,16.56,9-지형-POINT,3977B,False
P00656,-2204.126,-2911.6347,16.39,16.39,9-지형-POINT,3977D,False
P00657,-2163.776,-2872.1847,16.8,16.8,9-지형-POINT,3977F,False
P00658,-2202.646,-2904.5047,16.49,16.49,9-지형-POINT,39781,False
P00659,-2157.626,-2868.8147,16.9,16.9,9-지형-POINT,39783,False
P00660,-2157.866,-2869.0147,16.89,16.89,9-지형-POINT,39785,False
P00661,-2158.806,-2868.1247,16.89,16.89,9-지형-POINT,39787,False
P00662,-2202.336,-2902.3047,16.16,16.16,9-지형-POINT,39789,False
P00663,-2157.866,-2867.3147,16.91,16.91,9-지형-POINT,3978B,False
P00664,-2186.736,-2894.1647,16.54,16.54,9-지형-POINT,3978D,False
P00665,-2191.846,-2897.5247,16.58,16.58,9-지형-POINT,3978F,False
P00666,-2145.246,-2871.9047,21.5,21.5,9-지형-POINT,39791,False
P00667,-2139.956,-2875.8647,24.37,24.37,9-지형-POINT,39793,False
P00668,-2145.556,-2872.6247,21.51,21.51,9-지형-POINT,39795,False
P00669,-2150.016,-2870.8147,19.75,19.75,9-지형-POINT,39797,False
P00670,-2157.196,-2868.4447,16.99,16.99,9-지형-POINT,39799,False
P00671,-2153.986,-2867.8147,18.18,18.18,9-지형-POINT,3979B,False
P00672,-2156.736,-2867.6947,17.01,17.01,9-지형-POINT,3979D,False
P00673,-2159.836,-2865.1247,16.91,16.91,9-지형-POINT,3979F,False
P00674,-2159.786,-2864.9747,17.04,17.04,9-지형-POINT,397A1,False
P00675,-2167.926,-2860.6147,15.0,15.0,9-지형-POINT,397A3,False
P00676,-2176.796,-2881.3447,16.66,16.66,9-지형-POINT,397A5,False
P00677,-2163.136,-2862.0047,16.67,16.67,9-지형-POINT,397A7,False
P00678,-2168.186,-2867.3347,16.85,16.85,9-지형-POINT,397A9,False
P00679,-2159.626,-2851.5847,17.16,17.16,9-지형-POINT,397AB,False
P00680,-2157.896,-2868.1847,15.84,15.84,9-지형-POINT,397AD,False
P00681,-2155.776,-2848.2847,17.45,17.45,9-지형-POINT,397AF,False
P00682,-2153.196,-2861.9647,17.11,17.11,9-지형-POINT,397B1,False
P00683,-2155.616,-2860.5647,17.04,17.04,9-지형-POINT,397B3,False
P00684,-2150.726,-2852.6047,17.5,17.5,9-지형-POINT,397B5,False
P00685,-2148.456,-2853.9947,17.48,17.48,9-지형-POINT,397B7,False
P00686,-2150.636,-2842.9747,17.54,17.54,9-지형-POINT,397B9,False
P00687,-2143.016,-2842.7047,17.78,17.78,9-지형-POINT,397BB,False
P00688,-2145.466,-2841.5647,17.76,17.76,9-지형-POINT,397BD,False
P00689,-2142.136,-2833.4447,17.67,17.67,9-지형-POINT,397BF,False
P00690,-2147.326,-2831.0447,17.14,17.14,9-지형-POINT,397C1,False
P00691,-2139.286,-2834.4547,17.76,17.76,9-지형-POINT,397C3,False
P00692,-2139.926,-2826.2147,17.62,17.62,9-지형-POINT,397C5,False
P00693,-2147.886,-2822.9847,17.15,17.15,9-지형-POINT,397C7,False
P00694,-2136.836,-2826.9747,17.62,17.62,9-지형-POINT,397C9,False
P00695,-2134.576,-2818.6947,17.52,17.52,9-지형-POINT,397CB,False
P00696,-2143.806,-2810.6947,17.51,17.51,9-지형-POINT,397CD,False
P00697,-2137.106,-2817.7747,17.58,17.58,9-지형-POINT,397CF,False
P00698,-2127.536,-2832.4147,21.33,21.33,9-지형-POINT,397D1,False
P00699,-2131.586,-2803.5847,17.6,17.6,9-지형-POINT,397D3,False
P00700,-2140.516,-2804.5647,17.43,17.43,9-지형-POINT,397D5,False
P00701,-2129.036,-2804.0147,17.47,17.47,9-지형-POINT,397D7,False
P00702,-2112.026,-2837.1747,24.5,24.5,9-지형-POINT,397D9,False
P00703,-2126.676,-2798.5447,17.61,17.61,9-지형-POINT,397DB,False
P00704,-2118.586,-2821.3247,22.66,22.66,9-지형-POINT,397DD,False
P00705,-2128.976,-2797.5747,17.67,17.67,9-지형-POINT,397DF,False
P00706,-2104.786,-2820.4547,26.23,26.23,9-지형-POINT,397E1,False
P00707,-2121.896,-2787.0147,17.85,17.85,9-지형-POINT,397E3,False
P00708,-2133.686,-2793.1547,17.59,17.59,9-지형-POINT,397E5,False
P00709,-2100.326,-2807.0647,25.66,25.66,9-지형-POINT,397E7,False
P00710,-2127.876,-2782.9347,17.43,17.43,9-지형-POINT,397E9,False
P00711,-2117.046,-2770.1047,18.26,18.26,9-지형-POINT,397EB,False
P00712,-2111.296,-2801.9947,23.73,23.73,9-지형-POINT,397ED,False
P00713,-2117.506,-2779.6847,18.0,18.0,9-지형-POINT,397EF,False
P00714,-2118.996,-2776.7947,17.9,17.9,9-지형-POINT,397F1,False
P00715,-2108.916,-2754.9747,18.13,18.13,9-지형-POINT,397F3,False
P00716,-2108.076,-2773.5047,18.26,18.26,9-지형-POINT,397F5,False
P00717,-2095.316,-2797.6547,25.88,25.88,9-지형-POINT,397F7,False
P00718,-2110.326,-2763.7047,18.29,18.29,9-지형-POINT,397F9,False
P00719,-2100.426,-2747.4447,19.64,19.64,9-지형-POINT,397FB,False
P00720,-2106.756,-2766.9247,18.46,18.46,9-지형-POINT,397FD,False
P00721,-2103.626,-2791.2047,24.15,24.15,9-지형-POINT,397FF,False
P00722,-2101.046,-2760.0147,18.73,18.73,9-지형-POINT,39801,False
P00723,-2096.196,-2737.4247,21.01,21.01,9-지형-POINT,39803,False
P00724,-2098.416,-2762.1347,18.81,18.81,9-지형-POINT,39805,False
P00725,-2087.986,-2746.3547,22.17,22.17,9-지형-POINT,39807,False
P00726,-2091.816,-2755.1647,20.52,20.52,9-지형-POINT,39809,False
P00727,-2088.846,-2747.5647,21.95,21.95,9-지형-POINT,3980B,False
P00728,-2099.136,-2783.0047,24.13,24.13,9-지형-POINT,3980D,False
P00729,-2092.446,-2744.9547,21.42,21.42,9-지형-POINT,3980F,False
P00730,-2081.086,-2746.9247,23.44,23.44,9-지형-POINT,39811,False
P00731,-2096.456,-2749.8847,19.77,19.77,9-지형-POINT,39813,False
P00732,-2103.946,-2758.2147,18.49,18.49,9-지형-POINT,39815,False
P00733,-2063.316,-2743.3647,26.03,26.03,9-지형-POINT,39817,False
P00734,-2082.076,-2742.6347,23.87,23.87,9-지형-POINT,39819,False
P00735,-2057.306,-2746.9347,27.69,27.69,9-지형-POINT,3981B,False
P00736,-2087.086,-2736.9047,24.48,24.48,9-지형-POINT,3981D,False
P00737,-2082.976,-2774.8047,25.68,25.68,9-지형-POINT,3981F,False
P00738,-2053.636,-2742.7047,27.4,27.4,9-지형-POINT,39821,False
P00739,-2087.096,-2734.4347,24.56,24.56,9-지형-POINT,39823,False
P00740,-2086.116,-2732.2847,24.54,24.54,9-지형-POINT,39825,False
P00741,-2047.386,-2749.4547,27.48,27.48,9-지형-POINT,39827,False
P00742,-2083.276,-2764.7247,25.29,25.29,9-지형-POINT,39829,False
P00743,-2044.336,-2755.1347,29.67,29.67,9-지형-POINT,3982B,False
P00744,-2072.716,-2719.1847,24.65,24.65,9-지형-POINT,3982D,False
P00745,-2071.266,-2764.3847,26.67,26.67,9-지형-POINT,3982F,False
P00746,-2065.046,-2728.2147,24.71,24.71,9-지형-POINT,39831,False
P00747,-2036.016,-2760.7347,30.04,30.04,9-지형-POINT,39833,False
P00748,-2064.236,-2730.5347,24.36,24.36,9-지형-POINT,39835,False
P00749,-2070.296,-2745.8847,26.35,26.35,9-지형-POINT,39837,False
P00750,-2060.226,-2734.7947,24.67,24.67,9-지형-POINT,39839,False
P00751,-2034.776,-2765.6547,33.14,33.14,9-지형-POINT,3983B,False
P00752,-2062.056,-2736.5647,24.94,24.94,9-지형-POINT,3983D,False
P00753,-2070.086,-2738.8547,25.21,25.21,9-지형-POINT,3983F,False
P00754,-2074.786,-2741.5547,24.73,24.73,9-지형-POINT,39841,False
P00755,-2080.116,-2744.9547,23.71,23.71,9-지형-POINT,39843,False
P00756,-2070.806,-2731.5947,29.37,29.37,9-지형-POINT,39845,False
P00757,-2075.836,-2725.9847,29.36,29.36,9-지형-POINT,39846,False
P00758,-2084.636,-2734.0747,29.35,29.35,9-지형-POINT,39847,False
P00759,-2083.586,-2736.7947,28.97,28.97,9-지형-POINT,39848,False
P00760,-2082.256,-2738.2347,28.97,28.97,9-지형-POINT,39849,False
P00761,-2073.356,-2727.7047,29.1,29.1,9-지형-POINT,3984A,False
P00762,-2068.846,-2732.4947,28.76,28.76,9-지형-POINT,3984B,False
P00763,-2065.616,-2729.2847,28.77,28.77,9-지형-POINT,3984C,False
P00764,-2034.996,-2748.4947,28.21,28.21,9-지형-POINT,3984D,False
P00765,-2040.536,-2743.9047,26.91,26.91,9-지형-POINT,3984F,False
P00766,-2063.136,-2736.4747,25.18,25.18,9-지형-POINT,39851,False
P00767,-2062.186,-2735.5347,25.18,25.18,9-지형-POINT,39853,False
P00768,-2045.206,-2739.9747,26.73,26.73,9-지형-POINT,39855,False
P00769,-2066.236,-2731.5347,25.18,25.18,9-지형-POINT,39857,False
P00770,-2052.406,-2739.3947,27.26,27.26,9-지형-POINT,39859,False
P00771,-2052.146,-2730.9447,22.73,22.73,9-지형-POINT,3985B,False
P00772,-2058.696,-2741.0047,27.72,27.72,9-지형-POINT,3985D,False
P00773,-2054.716,-2747.3547,27.59,27.59,9-지형-POINT,3985F,False
P00774,-2041.946,-2728.8347,21.35,21.35,9-지형-POINT,39861,False
P00775,-2050.746,-2753.7347,28.07,28.07,9-지형-POINT,39863,False
P00776,-2041.156,-2751.7747,27.71,27.71,9-지형-POINT,39865,False
P00777,-2045.866,-2719.5647,19.67,19.67,9-지형-POINT,39867,False
P00778,-2032.496,-2725.3047,21.16,21.16,9-지형-POINT,39869,False
P00779,-2044.166,-2715.9847,19.24,19.24,9-지형-POINT,3986B,False
P00780,-2036.926,-2738.1747,24.87,24.87,9-지형-POINT,3986D,False
P00781,-2025.546,-2710.6747,18.09,18.09,9-지형-POINT,3986F,False
P00782,-2022.606,-2722.9047,21.02,21.02,9-지형-POINT,39871,False
P00783,-2029.816,-2735.6147,25.04,25.04,9-지형-POINT,39873,False
P00784,-2018.416,-2734.6447,25.32,25.32,9-지형-POINT,39875,False
P00785,-2015.756,-2703.9947,17.41,17.41,9-지형-POINT,39877,False
P00786,-2014.656,-2727.2247,23.35,23.35,9-지형-POINT,39879,False
P00787,-2014.026,-2737.2447,25.74,25.74,9-지형-POINT,3987B,False
P00788,-2007.196,-2706.6047,17.25,17.25,9-지형-POINT,3987D,False
P00789,-2000.116,-2720.1847,22.38,22.38,9-지형-POINT,3987F,False
P00790,-2012.026,-2740.4947,27.78,27.78,9-지형-POINT,39881,False
P00791,-2001.736,-2709.7347,17.16,17.16,9-지형-POINT,39883,False
P00792,-2000.126,-2708.4747,17.2,17.2,9-지형-POINT,39885,False
P00793,-1999.996,-2709.1047,15.86,15.86,9-지형-POINT,39887,False
P00794,-2002.956,-2730.6447,25.74,25.74,9-지형-POINT,39889,False
P00795,-1997.476,-2711.3547,17.51,17.51,9-지형-POINT,3988B,False
P00796,-1990.556,-2730.0447,25.98,25.98,9-지형-POINT,3988D,False
P00797,-1981.146,-2719.0347,20.77,20.77,9-지형-POINT,3988F,False
P00798,-1960.056,-2715.8647,21.3,21.3,9-지형-POINT,39891,False
P00799,-1952.216,-2705.9847,20.93,20.93,9-지형-POINT,39893,False
P00800,-1948.456,-2702.2947,21.53,21.53,9-지형-POINT,39895,False
P00801,-1944.486,-2718.5947,25.81,25.81,9-지형-POINT,39897,False
P00802,-1936.306,-2700.2247,22.04,22.04,9-지형-POINT,39899,False
P00803,-1932.506,-2718.4547,26.93,26.93,9-지형-POINT,3989B,False
P00804,-1959.706,-2698.6747,18.14,18.14,9-지형-POINT,3989D,False
P00805,-1920.246,-2699.7247,22.82,22.82,9-지형-POINT,3989F,False
P00806,-1923.336,-2724.6147,28.1,28.1,9-지형-POINT,398A1,False
P00807,-1949.536,-2691.5447,17.62,17.62,9-지형-POINT,398A3,False
P00808,-1912.316,-2696.5247,23.25,23.25,9-지형-POINT,398A5,False
P00809,-1938.386,-2685.3447,17.66,17.66,9-지형-POINT,398A7,False
P00810,-1909.626,-2717.0747,28.09,28.09,9-지형-POINT,398A9,False
P00811,-1894.536,-2708.3147,27.87,27.87,9-지형-POINT,398AB,False
P00812,-1898.476,-2687.9447,23.91,23.91,9-지형-POINT,398AD,False
P00813,-1926.006,-2680.8647,15.26,15.26,9-지형-POINT,398AF,False
P00814,-1879.036,-2705.3647,28.23,28.23,9-지형-POINT,398B1,False
P00815,-1915.906,-2677.0747,15.78,15.78,9-지형-POINT,398B3,False
P00816,-1891.486,-2686.8347,23.58,23.58,9-지형-POINT,398B5,False
P00817,-1867.676,-2695.3047,27.44,27.44,9-지형-POINT,398B7,False
P00818,-1849.286,-2699.1347,30.07,30.07,9-지형-POINT,398B9,False
P00819,-1883.816,-2689.7647,23.14,23.14,9-지형-POINT,398BB,False
P00820,-1909.636,-2673.4247,15.59,15.59,9-지형-POINT,398BD,False
P00821,-1845.236,-2712.3747,33.17,33.17,9-지형-POINT,398BF,False
P00822,-1873.166,-2685.8647,22.73,22.73,9-지형-POINT,398C1,False
P00823,-1901.186,-2679.7747,20.1,20.1,9-지형-POINT,398C3,False
P00824,-1833.276,-2701.6447,32.21,32.21,9-지형-POINT,398C5,False
P00825,-1835.716,-2691.4147,30.85,30.85,9-지형-POINT,398C7,False
P00826,-1866.066,-2680.1947,23.64,23.64,9-지형-POINT,398C9,False
P00827,-1816.326,-2682.1947,31.39,31.39,9-지형-POINT,398CB,False
P00828,-1895.486,-2670.7747,17.27,17.27,9-지형-POINT,398CD,False
P00829,-1863.806,-2684.1247,26.11,26.11,9-지형-POINT,398CF,False
P00830,-1810.796,-2698.8847,34.07,34.07,9-지형-POINT,398D1,False
P00831,-1801.656,-2677.8647,31.28,31.28,9-지형-POINT,398D3,False
P00832,-1797.096,-2685.4347,32.11,32.11,9-지형-POINT,398D5,False
P00833,-1857.656,-2688.8747,26.88,26.88,9-지형-POINT,398D7,False
P00834,-1788.936,-2673.9647,30.54,30.54,9-지형-POINT,398D9,False
P00835,-1786.596,-2680.6347,30.93,30.93,9-지형-POINT,398DB,False
P00836,-1847.286,-2678.9647,27.36,27.36,9-지형-POINT,398DD,False
P00837,-1876.386,-2657.8047,16.47,16.47,9-지형-POINT,398DF,False
P00838,-1838.746,-2669.0247,25.99,25.99,9-지형-POINT,398E1,False
P00839,-1827.956,-2664.4947,25.85,25.85,9-지형-POINT,398E3,False
P00840,-1862.676,-2651.9147,17.69,17.69,9-지형-POINT,398E5,False
P00841,-1800.016,-2681.5147,31.61,31.61,9-지형-POINT,398E7,False
P00842,-1814.416,-2659.6347,25.55,25.55,9-지형-POINT,398E9,False
P00843,-1846.726,-2654.9547,21.04,21.04,9-지형-POINT,398EB,False
P00844,-1814.956,-2702.4247,33.95,33.95,9-지형-POINT,398ED,False
P00845,-1801.506,-2650.7347,24.65,24.65,9-지형-POINT,398EF,False
P00846,-1836.526,-2713.7347,33.92,33.92,9-지형-POINT,398F1,False
P00847,-1854.646,-2715.6347,32.47,32.47,9-지형-POINT,398F3,False
P00848,-1800.116,-2661.5047,27.34,27.34,9-지형-POINT,398F5,False
P00849,-1865.356,-2722.2347,32.79,32.79,9-지형-POINT,398F7,False
P00850,-1880.796,-2728.5447,33.12,33.12,9-지형-POINT,398F9,False
P00851,-1801.126,-2668.5947,27.99,27.99,9-지형-POINT,398FB,False
P00852,-1895.796,-2735.1847,32.95,32.95,9-지형-POINT,398FD,False
P00853,-1897.726,-2729.7547,31.88,31.88,9-지형-POINT,398FF,False
P00854,-1798.086,-2675.2647,30.89,30.89,9-지형-POINT,39901,False
P00855,-1911.736,-2741.3047,32.47,32.47,9-지형-POINT,39903,False
P00856,-1911.836,-2749.6547,33.92,33.92,9-지형-POINT,39905,False
P00857,-1798.036,-2675.2447,30.87,30.87,9-지형-POINT,39907,False
P00858,-1924.026,-2757.1747,34.12,34.12,9-지형-POINT,39909,False
P00859,-1799.406,-2686.0347,32.19,32.19,9-지형-POINT,3990B,False
P00860,-1936.476,-2742.6547,30.62,30.62,9-지형-POINT,3990D,False
P00861,-1819.916,-2688.6447,31.89,31.89,9-지형-POINT,3990F,False
P00862,-1823.816,-2684.6447,31.15,31.15,9-지형-POINT,39911,False
P00863,-1824.686,-2682.1947,29.37,29.37,9-지형-POINT,39913,False
P00864,-1841.896,-2697.2547,30.9,30.9,9-지형-POINT,39915,False
P00865,-1852.036,-2706.9247,30.82,30.82,9-지형-POINT,39917,False
P00866,-1859.426,-2696.2747,28.38,28.38,9-지형-POINT,39919,False
P00867,-1979.106,-2753.8847,33.57,33.57,9-지형-POINT,3991B,False
P00868,-1981.236,-2757.3147,33.84,33.84,9-지형-POINT,3991D,False
P00869,-1874.216,-2706.4147,28.56,28.56,9-지형-POINT,3991F,False
P00870,-1904.626,-2716.1547,28.45,28.45,9-지형-POINT,39921,False
P00871,-1908.256,-2706.0247,27.36,27.36,9-지형-POINT,39923,False
P00872,-1923.776,-2707.5147,26.4,26.4,9-지형-POINT,39925,False
P00873,-2018.776,-2750.2347,29.78,29.78,9-지형-POINT,39927,False
P00874,-1734.678,-2688.5797,27.938,27.938,9-지형-POINT,39BA1,False
P00875,-1719.391,-2654.9717,27.423,27.423,9-지형-POINT,39BA2,False
P00876,-1779.448,-2693.7617,34.07,34.07,9-지형-POINT,39BA3,False
P00877,-1730.506,-2770.7537,33.684,33.684,9-지형-POINT,39BA4,False
P00878,-1757.426,-2824.7677,36.71,36.71,9-지형-POINT,39BA5,False
P00879,-1787.191,-2837.1117,37.345,37.345,9-지형-POINT,39BA6,False
P00880,-1828.98,-2886.3317,34.543,34.543,9-지형-POINT,39BA7,False
P00881,-1867.904,-2944.1727,28.645,28.645,9-지형-POINT,39BA8,False
P00882,-1898.236,-2966.4907,26.078,26.078,9-지형-POINT,39BA9,False
P00883,-1947.469,-2996.2857,24.689,24.689,9-지형-POINT,39BAA,False
P00884,-2030.877,-2967.3257,32.866,32.866,9-지형-POINT,39BAB,False
P00885,-2110.996,-2931.9557,29.798,29.798,9-지형-POINT,39BAC,False
P00886,-2167.16,-2924.1057,25.06,25.06,9-지형-POINT,39BAD,False
P00887,-2179.585,-2914.9997,24.896,24.896,9-지형-POINT,39BAE,False
P00888,-2210.33,-2921.0257,16.36,16.36,9-지형-POINT,39BAF,False
P00889,-2159.444,-2870.0117,16.916,16.916,9-지형-POINT,39BB0,False
P00890,-2136.67,-2825.6007,17.66,17.66,9-지형-POINT,39BB1,False
P00891,-2114.582,-2771.3127,18.314,18.314,9-지형-POINT,39BB2,False
P00892,-2082.551,-2734.3117,27.85,27.85,9-지형-POINT,39BB3,False
P00893,-2067.084,-2729.1727,27.272,27.272,9-지형-POINT,39BB4,False
P00894,-1804.544,-2719.2127,37.924,37.924,9-지형-POINT,39BB5,False
P00895,-1865.854,-2758.2717,41.738,41.738,9-지형-POINT,39BB6,False
P00896,-1920.748,-2779.0237,39.548,39.548,9-지형-POINT,39BB7,False
P00897,-2017.64,-2776.2187,36.827,36.827,9-지형-POINT,39BB8,False
P00898,-2059.92,-2829.5187,35.805,35.805,9-지형-POINT,39BB9,False
P00899,-2067.728,-2889.1787,39.544,39.544,9-지형-POINT,39BBA,False
P00900,-1783.146,-2691.1247,34.04,34.04,9-지형-POINT,39BBB,False
P00901,-1777.376,-2689.6647,33.35,33.35,9-지형-POINT,39BBD,False
P00902,-1777.106,-2692.9647,33.54,33.54,9-지형-POINT,39BBE,False
P00903,-1775.746,-2695.8147,33.55,33.55,9-지형-POINT,39BC0,False
P00904,-1783.876,-2697.9247,35.29,35.29,9-지형-POINT,39BC1,False
P00905,-1781.756,-2700.1347,35.21,35.21,9-지형-POINT,39BC3,False
P00906,-1789.626,-2703.1547,36.32,36.32,9-지형-POINT,39BC5,False
P00907,-1787.596,-2704.9047,36.19,36.19,9-지형-POINT,39BC7,False
P00908,-1792.416,-2709.5147,36.94,36.94,9-지형-POINT,39BC9,False
P00909,-1793.826,-2707.3047,36.81,36.81,9-지형-POINT,39BCB,False
P00910,-1804.226,-2717.6647,37.74,37.74,9-지형-POINT,39BCD,False
P00911,-1799.486,-2710.4147,37.44,37.44,9-지형-POINT,39BCF,False
P00912,-1808.116,-2715.7447,37.78,37.78,9-지형-POINT,39BD1,False
P00913,-1815.266,-2720.5947,37.96,37.96,9-지형-POINT,39BD3,False
P00914,-1812.516,-2724.9247,38.3,38.3,9-지형-POINT,39BD5,False
P00915,-1820.486,-2729.9547,38.55,38.55,9-지형-POINT,39BD7,False
P00916,-1767.996,-2739.3247,50.96,50.96,9-지형-POINT,39BD9,False
P00917,-1824.956,-2728.7047,38.33,38.33,9-지형-POINT,39BDB,False
P00918,-1838.086,-2739.5747,38.86,38.86,9-지형-POINT,39BDD,False
P00919,-1770.706,-2747.2847,52.53,52.53,9-지형-POINT,39BDF,False
P00920,-1834.966,-2741.4147,39.07,39.07,9-지형-POINT,39BE1,False
P00921,-1849.666,-2752.2247,40.26,40.26,9-지형-POINT,39BE3,False
P00922,-1851.336,-2749.8947,40.23,40.23,9-지형-POINT,39BE5,False
P00923,-1862.586,-2755.5247,41.51,41.51,9-지형-POINT,39BE7,False
P00924,-1861.326,-2757.2247,41.6,41.6,9-지형-POINT,39BE9,False
P00925,-1791.976,-2758.1447,52.87,52.87,9-지형-POINT,39BEB,False
P00926,-1885.696,-2763.9147,41.31,41.31,9-지형-POINT,39BED,False
P00927,-1884.636,-2766.2747,41.46,41.46,9-지형-POINT,39BEF,False
P00928,-1801.556,-2758.8547,51.57,51.57,9-지형-POINT,39BF1,False
P00929,-1806.796,-2754.5147,49.0,49.0,9-지형-POINT,39BF3,False
P00930,-1815.476,-2758.9947,49.13,49.13,9-지형-POINT,39BF5,False
P00931,-1814.006,-2765.5447,50.88,50.88,9-지형-POINT,39BF7,False
P00932,-1850.306,-2748.8247,39.9,39.9,9-지형-POINT,39BF9,False
P00933,-1812.996,-2768.6047,52.85,52.85,9-지형-POINT,39BFB,False
P00934,-1850.196,-2742.1747,39.12,39.12,9-지형-POINT,39BFD,False
P00935,-1812.396,-2777.7547,54.57,54.57,9-지형-POINT,39BFF,False
P00936,-1840.896,-2733.8547,38.54,38.54,9-지형-POINT,39C01,False
P00937,-1823.386,-2719.2947,37.29,37.29,9-지형-POINT,39C03,False
P00938,-1820.026,-2782.5147,54.78,54.78,9-지형-POINT,39C05,False
P00939,-1806.686,-2710.4347,37.55,37.55,9-지형-POINT,39C07,False
P00940,-1793.066,-2701.4447,36.39,36.39,9-지형-POINT,39C09,False
P00941,-1821.046,-2772.5647,52.5,52.5,9-지형-POINT,39C0B,False
P00942,-1788.016,-2690.0147,33.99,33.99,9-지형-POINT,39C0D,False
P00943,-1825.446,-2761.7947,48.88,48.88,9-지형-POINT,39C0F,False
P00944,-1783.066,-2687.7447,33.84,33.84,9-지형-POINT,39C11,False
P00945,-1837.896,-2767.0747,48.55,48.55,9-지형-POINT,39C13,False
P00946,-1836.756,-2771.8247,49.18,49.18,9-지형-POINT,39C15,False
P00947,-1773.476,-2690.8247,33.21,33.21,9-지형-POINT,39C17,False
P00948,-1838.766,-2779.1747,52.8,52.8,9-지형-POINT,39C19,False
P00949,-1838.046,-2783.1447,53.5,53.5,9-지형-POINT,39C1B,False
P00950,-1836.846,-2787.3747,55.52,55.52,9-지형-POINT,39C1D,False
P00951,-1847.736,-2794.4047,55.69,55.69,9-지형-POINT,39C1F,False
P00952,-1839.176,-2755.4247,42.7,42.7,9-지형-POINT,39C21,False
P00953,-1835.516,-2751.3347,41.89,41.89,9-지형-POINT,39C23,False
P00954,-1836.096,-2748.7447,41.49,41.49,9-지형-POINT,39C25,False
P00955,-1848.226,-2785.9047,52.47,52.47,9-지형-POINT,39C27,False
P00956,-1843.606,-2755.4147,42.75,42.75,9-지형-POINT,39C29,False
P00957,-1842.786,-2758.1547,43.38,43.38,9-지형-POINT,39C2B,False
P00958,-1851.556,-2756.0647,42.88,42.88,9-지형-POINT,39C2D,False
P00959,-1850.106,-2758.8747,43.08,43.08,9-지형-POINT,39C2F,False
P00960,-1872.366,-2763.9847,43.46,43.46,9-지형-POINT,39C31,False
P00961,-1856.726,-2773.6147,48.59,48.59,9-지형-POINT,39C33,False
P00962,-1870.596,-2766.8947,43.58,43.58,9-지형-POINT,39C35,False
P00963,-1885.576,-2769.0647,43.17,43.17,9-지형-POINT,39C37,False
